,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
28566,22131954,lux midtown apartment,161671480,louisa,2,hell's kitchen,40.76147,-73.99908,1,150,1,0,0.0,1,0
28567,22134428,spacious living room walkin closet,159726656,uttara,2,upper west side,40.78898,-73.97418,2,53,3,7,0.38,1,0
28568,22135247,private room bedstuybushwick,161613483,katelyn,1,bedford-stuyvesant,40.68594,-73.92394,1,55,4,18,0.99,1,0
28570,22139932,harlem oasis,18730893,seth,2,harlem,40.82547,-73.94092,1,95,1,0,0.0,1,0
28571,22142173,industrial brooklyn loft style apt,844422,lynn,1,greenpoint,40.72684,-73.94002,0,109,4,0,0.0,1,0
28573,22142575,spacious sunny one bedroom apartment balcony,1776666,assaf,1,williamsburg,40.71106,-73.94884,0,160,5,15,0.97,1,83
28574,22142636,sunny modern newly renovated 1br apartment,40875021,scott,2,east harlem,40.79315,-73.93385,0,150,1,14,0.76,3,353
28575,22143436,chelsea 1 bedroom gem,22967048,marie,2,chelsea,40.75206,-73.99829,0,200,3,43,2.34,1,63
28576,22143750,cozy double room williamsburg,15338067,giulia,1,williamsburg,40.71198,-73.9582,1,58,4,9,0.48,1,0
28578,22145643,cozy manhattan bedroom street subway,16154405,leslie,2,upper east side,40.78314,-73.94659,1,75,1,45,2.34,1,7
28579,22146533,cozy bohemian private bedroom manhattan nyc,10385600,kaitlin,2,washington heights,40.84243,-73.93693,1,50,1,1,0.05,1,0
28580,22147414,beautiful hudson river view,19577205,neide,2,washington heights,40.8335,-73.9468,0,215,4,2,0.11,1,0
28581,22147426,prime harlem condo bright outdoor space,161742462,rashida,2,harlem,40.80814,-73.94238,0,249,6,40,2.35,1,293
28583,22148073,nice new bedroom near train maimonides bk,5853457,stanley,1,borough park,40.6421,-73.99732,1,56,1,12,0.65,4,348
28584,22148115,modern williamsburg apt w spectacular views,18587989,cem,1,williamsburg,40.70979,-73.96631,0,120,1,0,0.0,1,0
28585,22148416,skyline loft incredible views near 2 trains,14364462,ashley,1,bushwick,40.70597,-73.92091,0,127,3,9,0.49,2,34
28587,22150523,entire modern home amazing location,148237535,jermaine,1,canarsie,40.64017,-73.9105,0,290,3,4,0.39,4,364
28589,22151022,10mins lga 20 city 5 min n train,139867352,oscar,3,ditmars steinway,40.78021,-73.91015,1,39,1,43,2.28,2,351
28591,22151092,comfy new bedroom near line fort hamilton pkwy,5853457,stanley,1,borough park,40.64226,-73.99706,1,56,1,12,0.65,4,333
28592,22151598,tasteful spacious sunny place gorgeous manhattan views,342760,helo.,2,upper east side,40.76703,-73.95553,0,200,6,4,0.34,1,5
28593,22151798,apartment south bronx,45553025,jose h.,0,mott haven,40.81037,-73.91946,0,65,2,47,2.52,1,0
28594,22152232,beautiful room comfy bed bushwick,10018530,nicole,1,bushwick,40.70328,-73.91429,1,50,2,2,0.1,1,0
28595,22152376,newly renovated gem 1 block subway 2bd2ba,161770518,tamer,1,east flatbush,40.64701,-73.94965,0,195,2,65,3.51,1,236
28597,22153412,modern chic private room gramercy,14613015,ava,2,gramercy,40.73442,-73.98383,1,69,4,4,0.21,1,0
28598,22153425,cozy comfortable apt prospect park,161784847,jerry,1,flatbush,40.65229,-73.96551,0,125,2,31,1.67,1,24
28599,22154118,heart williamsburg huge 1br apartment modern,16725099,shawn,1,williamsburg,40.71644,-73.94807,0,160,2,1,0.05,1,0
28600,22156875,manhattan studio prewar building,161814450,michael,2,upper west side,40.77806,-73.98225,0,195,3,20,1.27,1,217
28601,22157675,gorgeous duplex 2 bdrm prime greenpoint,1927555,rob,1,greenpoint,40.72612,-73.9532,0,250,4,1,0.05,1,0
28602,22157683,midtown east apartment,127267474,christopher,2,midtown,40.75459,-73.96706,0,125,2,5,0.26,1,0
28603,22157982,large room w balcony williamsburg warehouse,4152479,conor,1,williamsburg,40.70851,-73.95318,1,100,4,1,0.06,2,0
28604,22159096,beautiful brooklyn apartment,26328221,geoff,1,sunset park,40.65413,-74.00242,0,180,2,19,0.99,2,15
28605,22159309,one bedroom apartment central park,16219811,emily,2,harlem,40.8,-73.95056,0,175,4,3,0.18,1,0
28606,22160718,huge beautiful private floor townhouse,4443213,arielle,1,williamsburg,40.71276,-73.946,1,90,2,5,0.33,1,0
28607,22160759,comfortable private bedroom 10 min central park,93691661,rachel,2,washington heights,40.83515,-73.94226,1,50,2,67,3.54,2,20
28608,22160989,harlem luxury condo new 2 full bedrooms balcony,161592215,mukaram,2,east harlem,40.8025,-73.93775,0,200,6,32,1.73,2,251
28609,22161352,comfy quiet 1 br east williamsburg,6484703,sheila,1,williamsburg,40.7077,-73.94029,0,90,4,11,0.59,1,3
28611,22161900,new spacious 15 br apt wburgbk w private patio,26494979,carolyn,1,williamsburg,40.71591,-73.94693,0,115,3,4,0.22,1,0
28612,22161977,lower east trendy apartment,29343272,charlotte,2,lower east side,40.72303,-73.98965,1,75,3,18,0.96,1,0
28615,22163623,2 bedrooms shared family home 15 min frm jfk,126110540,janine,1,east new york,40.6639,-73.88173,1,125,1,12,0.68,3,89
28616,22164005,cozy private 1 bedroom brooklyn,116881616,june,1,bath beach,40.60554,-74.01044,1,33,6,29,1.53,2,32
28617,22164073,entire sunny brooklyn apt art catlovers,1444513,erin,1,crown heights,40.6697,-73.95831,0,130,2,15,0.82,1,0
28618,22164078,large modern chelsea studio,35509609,justin,2,chelsea,40.7478,-73.99995,0,149,4,3,0.32,1,0
28619,22164208,artistic loft union square,274583,lev,2,gramercy,40.73702,-73.98824,0,195,3,2,0.11,1,0
28620,22165461,brooklynite 3 stops away manhattan,161900946,kenne,1,sunset park,40.63801,-74.01665,0,105,2,0,0.0,1,0
28621,22165628,bottom bunk queer coliving space men,34614054,marco,1,greenpoint,40.72348,-73.94569,2,40,2,7,0.39,5,299
28622,22165795,large room bedstuy brownstone,161903367,kyle,1,bedford-stuyvesant,40.68135,-73.94718,1,28,2,1,0.05,1,0
28623,22165797,brooklyn beautiful big room,60365315,mary,1,sheepshead bay,40.60475,-73.95987,1,45,7,0,0.0,1,0
28624,22165957,sun drenched 1 bedroom carroll gardens,160660639,annette,1,carroll gardens,40.67666,-74.00055,0,68,1,62,3.33,2,179
28625,22166055,1 b brooklyn nyc apt close metro subway jfk,125914985,myles,1,east flatbush,40.63439,-73.94397,0,150,6,57,3.1,2,128
28626,22166650,ditmas park lot,161910094,brian,1,flatbush,40.63809,-73.96445,1,60,2,0,0.0,1,173
28628,22167066,spacious private harlemwashington heights room,126397762,xavier,2,harlem,40.82967,-73.93957,1,79,1,63,3.28,3,51
28629,22169350,lovely suite,83926842,silvia,2,midtown,40.74649,-73.98684,0,130,4,33,1.76,1,354
28630,22169843,perfect studio nyc trip,161943355,nata,2,east village,40.72388,-73.98411,0,90,5,21,1.1,1,83
28631,22172728,entire 1 bedroom apartment midtown manhattan,40478687,min,2,murray hill,40.75069,-73.97973,0,250,4,1,0.05,1,0
28632,22173085,spacious simple 1br apartment holidays,161971187,jim,2,inwood,40.86089,-73.92832,0,100,4,0,0.0,1,0
28633,22173625,private ground floor apartment brooklyn,161976329,chad antonio,1,east new york,40.6714,-73.87701,0,55,3,58,3.02,1,57
28634,22173762,newly renovated 3 bedroom astoria woodside ny,123136283,niki,3,astoria,40.76403,-73.90612,0,280,2,69,3.68,1,307
28635,22173887,greenpoint heart,3297475,guy,1,greenpoint,40.72458,-73.94122,1,43,3,3,0.16,1,0
28636,22174455,adorable hamilton heights apartment,5132258,jessica,2,harlem,40.82434,-73.95066,0,200,3,14,0.73,2,0
28637,22174482,paradise new york,161983650,edmarine,3,bayside,40.75236,-73.75519,1,41,2,2,0.11,1,0
28638,22174923,sunny apartment trendy bushwick,23257217,laura,1,bushwick,40.70579,-73.9185,0,89,2,3,0.77,1,25
28639,22175113,cozy room brooklyn 2 blocks subway,9104749,bibi,1,bedford-stuyvesant,40.69134,-73.95551,1,50,3,15,0.8,1,0
28640,22175249,cozy room available nice apartment,161919000,rana,1,sheepshead bay,40.58568,-73.93536,1,85,3,0,0.0,1,0
28642,22175513,spacious bed private bath renovated townhouse,3529175,caroline & adriaan,1,crown heights,40.67096,-73.95261,1,85,2,34,2.12,1,127
28643,22175928,captainsquarters clean cozy private,160326327,jammie,1,cypress hills,40.68502,-73.87547,1,45,2,31,1.63,3,0
28644,22176026,sofa bedpull couch living room,126397762,xavier,2,harlem,40.83021,-73.94114,2,39,1,7,0.36,3,0
28645,22176062,brand new bedroom near linemaimonides hospital,5853457,stanley,1,borough park,40.64061,-73.99631,1,56,1,12,0.81,4,321
28646,22176068,2bedroom luxury apartment heart chelsea,161997330,agustin,2,chelsea,40.74221,-73.99626,0,295,9,2,0.11,1,0
28647,22176096,entire 1br aptheart astoria10mins manhattan,2413383,nelson,3,astoria,40.76432,-73.91885,0,110,2,7,0.37,1,0
28648,22176542,modern comfort west village,162001851,erica,2,west village,40.73696,-74.00397,0,170,1,12,0.65,1,0
28649,22176678,amazing 1 brba harlem ny,110142237,eric,2,harlem,40.80487,-73.95752,0,90,3,32,1.69,1,1
28650,22176782,lovely room east williamsburg,77792023,hugo b.,1,bushwick,40.70391,-73.92593,1,40,2,4,0.21,1,0
28652,22176896,oneoff easter holiday deal cozy gem,1664473,cj,1,prospect-lefferts gardens,40.6589,-73.94975,0,120,4,0,0.0,1,0
28653,22177035,quiet comfy bedroom prime williamsburg,8750186,peter,1,williamsburg,40.7207,-73.96087,1,69,7,0,0.0,1,0
28654,22177219,private big room great access,162005440,alba,3,east elmhurst,40.76311,-73.89098,1,100,2,23,1.23,1,95
28655,22177388,historic crown heights cute sunny bedroom,1834034,brittney,1,crown heights,40.67206,-73.93446,1,25,4,7,0.37,1,174
28657,22179082,inviting brooklyn studio,6399777,jessamine,1,crown heights,40.66863,-73.95046,0,120,3,3,0.16,1,89
28660,22180263,charming convinient location location,21946213,natalia,2,harlem,40.82389,-73.93887,1,70,1,1,0.05,1,0
28661,22184960,experience zen williamsburg life,12454759,brennan,1,williamsburg,40.7091,-73.96032,1,99,1,47,2.47,1,155
28662,22186114,private room brooklyn,16467711,tori,1,bushwick,40.69743,-73.92171,1,75,1,2,0.11,1,0
28664,22186486,awesome character lower east side apartment,162097203,jason,2,lower east side,40.71871,-73.98218,1,220,2,1,0.05,1,0
28665,22187068,luxury condo heart williamsburg,14338184,eli,1,williamsburg,40.71311,-73.95742,0,175,2,2,0.11,1,0
28666,22187253,uptown manhattan bright lovely room,4476002,metodija,2,inwood,40.86931,-73.91682,2,90,6,0,0.0,1,0
28667,22187284,beautiful modern rustic williamsburg loft,802971,sylvia,1,williamsburg,40.71463,-73.9583,0,120,6,3,0.25,1,1
28668,22187361,gold coast 1b west village w back yard,202285,peter,2,greenwich village,40.73322,-73.99762,0,320,11,4,0.22,1,0
28669,22187524,cozy modern apartment skyline view,1661245,pierre,1,williamsburg,40.71,-73.96775,0,250,7,2,0.14,1,0
28670,22188609,spacious room steal near everything midtown,155125855,vicente,2,midtown,40.74874,-73.98495,1,199,1,9,0.48,3,0
28671,22188812,quiet 2 bdrm williamsburg,67336825,cody,1,williamsburg,40.70879,-73.94977,0,105,3,2,0.11,1,0
28672,22189240,captain steubens brooklyn studio clinton hill,150355601,michael,1,clinton hill,40.69368,-73.96244,0,110,2,2,0.11,1,0
28673,22189602,master bedroom king size bed great location,3044091,mike,2,upper east side,40.76814,-73.95604,1,99,5,0,0.0,1,0
28674,22189962,modern cozy affordable ny home,50682735,miguel,3,kew gardens,40.71162,-73.82799,0,80,2,1,0.05,1,340
28675,22190231,luxury bedroom rent close manhattan,119128599,jessie,3,maspeth,40.73094,-73.90131,1,59,2,13,0.9,1,35
28676,22190466,cozy getaway steps train stocked fridge,5751765,ck & tia,2,east harlem,40.79917,-73.94183,1,200,3,0,0.0,2,0
28677,22190887,festive cozy williamsburg apt 2 bedrooms,22481311,diana,1,williamsburg,40.70893,-73.95472,0,300,5,0,0.0,1,0
28678,22190967,spacious furnished room midtown,51521183,abhishek,2,murray hill,40.74763,-73.97316,1,85,9,5,0.27,1,86
28679,22191121,cute 2br greenpointwilliamsburg,6963310,kenneth,1,greenpoint,40.72074,-73.94613,0,150,3,1,0.05,1,0
28680,22191302,charming light filled studio williamsburg,6317137,jessica,1,williamsburg,40.71795,-73.95096,0,180,2,1,0.16,1,0
28681,22191313,harlem apartment view,10533750,danyelle,2,harlem,40.81914,-73.95516,1,75,1,1,0.05,1,0
28682,22191343,light quiet chelsea one bedroom,162143245,liza,2,chelsea,40.74587,-73.99889,0,229,3,2,0.11,1,206
28683,22191500,cozy room one jfk lga subway manhattan,162142087,christian,3,jamaica,40.68739,-73.80555,1,50,1,36,1.96,3,359
28684,22191646,bright private balcony apartment midtown,30424811,nona,2,midtown,40.74566,-73.98126,0,248,3,2,0.11,1,0
28685,22191760,fully equipped private room near usq,48189371,stacy,2,gramercy,40.73614,-73.98872,1,299,1,4,0.21,1,0
28686,22191831,spacious apartment historic harlem,12517694,rahel,2,harlem,40.81244,-73.95261,1,67,2,8,0.42,1,3
28687,22192285,chez cozy,162152103,sarah,2,upper east side,40.77141,-73.94985,0,150,7,4,0.35,1,0
28689,22192417,modern 1 bed heart midtown manhattan,162153544,kendrick,2,murray hill,40.75048,-73.97776,0,277,3,70,3.66,1,75
28690,22192616,serenitysuite clean cozy private,160326327,jammie,1,cypress hills,40.68529,-73.87424,0,99,2,37,2.05,3,14
28692,22193183,bright bedroom balcony williamsburg,23793668,annalise,1,williamsburg,40.71312,-73.9517,1,80,2,4,0.28,1,0
28694,22194224,3bd williamsburg,114250912,sabrina,1,williamsburg,40.71498,-73.94357,1,175,3,2,0.11,1,0
28695,22194287,bright 2 bedroom apt quiet woodside,5726293,suah,3,woodside,40.74402,-73.90946,0,150,2,3,0.16,2,0
28696,22194314,midtown studio view empire state building,25275947,daniel,2,murray hill,40.74703,-73.97484,0,239,5,0,0.0,1,0
28699,22194993,bright clean comfortable studio brooklyn,27234334,emee,1,fort greene,40.68906,-73.97872,0,125,4,7,0.37,1,16
28701,22195324,private floor 3 bedrooms 6 beds e williamsburg,4396760,bulent,1,williamsburg,40.71436,-73.93812,0,189,2,21,1.14,1,70
28702,22202550,luxury apartment prime location mahattan,16909313,lauren,2,kips bay,40.73998,-73.97795,1,200,1,1,0.05,1,0
28703,22203227,entire 3 bedroom apartment brooklyn 36,132706680,christine,1,east new york,40.67539,-73.90207,0,120,2,55,2.89,1,86
28704,22203719,perfectly located west village artists studio,156983314,spencer,2,west village,40.73607,-74.00373,0,150,3,12,0.65,1,0
28705,22203734,charming 1 bedroom apt heart astoria,90285941,abhi,3,astoria,40.76337,-73.92801,0,70,4,1,0.05,1,0
28706,22203739,leonardloft,15969987,daniela,2,tribeca,40.71724,-74.00446,0,135,7,0,0.0,1,0
28707,22204016,cozy room brooklyn,139264026,hillai,1,prospect-lefferts gardens,40.65596,-73.9535,1,38,10,1,0.08,1,0
28708,22204167,perfect nyc guesthouse getaway prvt entrance,94981926,steve & irina,3,rego park,40.72997,-73.86523,0,135,1,27,1.46,1,365
28709,22204187,cozy clean studio nolita,18011536,buster,2,chinatown,40.71799,-73.9964,0,125,2,0,0.0,1,0
28710,22204668,large room office bushwick artists loft,4445275,jessica,1,bushwick,40.69948,-73.92372,1,50,3,2,0.11,1,0
28711,22204856,room available 3 bd brooklyn apartment,1819657,eleanor,1,clinton hill,40.68381,-73.96786,1,55,2,0,0.0,1,0
28712,22205113,cozy stylish studio,162258673,mar,2,washington heights,40.85394,-73.92972,1,50,1,14,0.8,1,63
28713,22205179,spacious sunny apartment cloisters,921299,mia,2,washington heights,40.8584,-73.93009,0,110,2,3,1.55,1,12
28714,22205277,modern luxury condo midtown west,162261784,mariam,2,hell's kitchen,40.7687,-73.99184,2,70,4,1,0.05,1,0
28715,22205280,private garden apartment historic brownstone,14142169,casey,1,bedford-stuyvesant,40.69165,-73.93483,0,140,7,31,1.67,1,67
28716,22205284,new place near line easy get manhattan,5853457,stanley,1,borough park,40.64212,-73.9973,0,149,2,27,1.47,4,308
28717,22205619,luxury riverview williamsburg apartment,2178877,hazel,1,williamsburg,40.71881,-73.96397,1,100,5,3,0.16,1,0
28718,22205622,spacious bedroom apartment hamilton heights,162263721,magda,2,harlem,40.82892,-73.95082,1,70,3,0,0.0,1,0
28720,22205780,spacious brooklyn apartment yard roof access,67753773,faziah,1,bedford-stuyvesant,40.68754,-73.94183,1,40,5,6,0.32,1,0
28721,22206164,sleek hip lower east side 2 bedroom,3452920,isaac,2,lower east side,40.71765,-73.98452,0,220,1,3,0.16,1,0
28723,22206345,1 bedroom 1 bath bushwick,32345243,ben,1,bushwick,40.69596,-73.92712,1,39,4,1,0.05,1,0
28725,22206970,beautiful studio east village,118407577,vanessa,2,east village,40.72588,-73.98243,0,90,4,4,0.22,1,5
28726,22207196,brads airbnb,97510172,brad,1,bushwick,40.68545,-73.91237,1,30,2,4,0.21,1,0
28729,22207975,10 min prospect park restaurant s activities,162278789,jean,1,flatbush,40.65224,-73.95724,1,65,2,23,3.15,1,0
28730,22207978,sundrenched luxury loft private roof deck,803468,david,1,williamsburg,40.70929,-73.9477,0,109,3,6,0.31,1,0
28731,22208060,large sunny room heart williamsburg,3791823,nicole,1,williamsburg,40.70902,-73.96059,1,70,4,1,0.16,1,0
28732,22208315,patio perfection,55324782,kaitlin,2,upper west side,40.78309,-73.97831,1,75,1,1,0.05,1,0
28734,22209216,private spacious bedroom 10min manhattan,79373189,laureta,3,long island city,40.75901,-73.93404,1,40,1,32,1.75,2,123
28735,22209583,spacious sanctuary private bath hip bedstuy,162291393,olya,1,bedford-stuyvesant,40.6834,-73.94209,1,98,1,26,1.4,1,73
28736,22209681,great ues private apartment,162293435,richie,2,upper east side,40.77585,-73.95337,0,110,2,2,0.11,1,0
28737,22210721,east village getaway,29035593,rachel,2,east village,40.72339,-73.98911,0,115,3,0,0.0,1,0
28738,22212969,large 3 bedroom luxury apartment williamsburg,20855321,dain,1,williamsburg,40.70643,-73.93976,0,145,3,0,0.0,1,0
28739,22213107,spacious 1br heart bedstuy,3182367,liz,1,bedford-stuyvesant,40.68406,-73.93338,0,89,3,0,0.0,1,0
28740,22213389,cinema studio duplex apt,4667705,o. xavier,1,bushwick,40.69787,-73.92703,1,85,1,59,3.18,1,333
28741,22213508,quintessential east village apt,6707833,courtney,2,east village,40.72711,-73.97727,0,300,5,1,0.06,1,0
28742,22213572,2 bedroom available heart williamsburg,13795760,eliza love,1,williamsburg,40.7142,-73.96099,1,85,1,0,0.0,2,0
28743,22213600,sunny cozy brooklyn apartment,4031946,farideh,1,bushwick,40.69697,-73.93207,0,100,2,4,0.64,1,9
28744,22213903,cozy 2brsofa quiet part popular les,93039729,sunny,2,lower east side,40.7193,-73.98405,0,225,1,0,0.0,2,0
28745,22214268,cozy 1brsofabed quiet part popular les,93039729,sunny,2,lower east side,40.71833,-73.98562,1,95,1,0,0.0,2,0
28746,22214383,unique 1 bed room flatironnomadgramercy,130528939,colette,2,midtown,40.74238,-73.98439,0,91,2,1,0.05,1,0
28749,22214478,furnished room 5 br apartment,104222590,saarthak,2,harlem,40.83044,-73.94839,1,33,3,3,0.16,1,0
28751,22214594,birdcage upper west side,81503286,aissa,2,upper west side,40.79641,-73.97088,0,75,3,5,0.28,1,0
28753,22214974,brooklyn city abode,160495098,miller,1,east flatbush,40.63338,-73.94753,1,39,2,7,0.5,5,0
28756,22216259,,159187644,wen,1,bergen beach,40.61807,-73.90162,1,100,5,0,0.0,1,89
28757,22217757,3br duplex bedstuy brownstone,3616251,michael,1,bedford-stuyvesant,40.68376,-73.95109,0,66,3,41,3.3,1,219
28758,22218658,bedstuy fly 18 guests,162352916,j c,1,bedford-stuyvesant,40.69318,-73.95418,1,50,1,24,1.3,1,354
28761,22222996,private bedroom near columbia university,77824133,ebin,2,harlem,40.81634,-73.95735,1,35,7,0,0.0,1,0
28762,22224072,beautiful modern heart east village,13097902,bruna,2,east village,40.72652,-73.98966,0,250,2,29,1.58,1,38
28763,22224790,large bright full 1bd heart bushwick,1695734,amira,1,bushwick,40.70108,-73.91409,0,95,3,4,0.21,1,0
28764,22224945,il tuo appartamento personale new york city,62068432,rita,2,harlem,40.81462,-73.95047,0,80,6,2,0.1,1,31
28767,22226150,hells kitchen apartment,4670203,chris,2,hell's kitchen,40.76285,-73.98728,1,105,1,2,0.11,1,89
28769,22226334,spacious private bedroom brooklyn new york,4143813,yu,1,bushwick,40.70162,-73.91297,1,53,5,1,0.05,1,0
28770,22226558,homely queens home,162411010,victor,3,ozone park,40.68562,-73.83498,0,125,7,3,0.33,1,69
28772,22227610,suite like room private bathroom,132934081,sam,1,borough park,40.64495,-73.99615,1,70,7,2,0.11,1,0
28773,22228935,private room nice apt close manhattan wifi,80561485,gabriela,3,astoria,40.77418,-73.93545,1,50,1,62,3.36,2,7
28775,22229473,duplex williamsburg terrace 4 bed 2 bath,162432541,emily & joseph,1,williamsburg,40.71053,-73.96261,0,300,2,14,2.27,2,279
28776,22229755,entire private lower unit owner occupied duplex,1036697,patricia,1,bushwick,40.69436,-73.92261,0,89,3,21,1.14,1,30
28777,22229793,quiet cozy room williamsburg,6111084,nebojsa,1,williamsburg,40.7063,-73.94439,1,59,2,42,2.23,2,14
28778,22230294,large bright open 1br oasis gramercy park,1391186,adam,2,flatiron district,40.73962,-73.98492,0,221,5,7,0.38,1,1
28779,22230375,318 58 st brooklyn ny 11220,160867897,mercedes,1,sunset park,40.64351,-74.01848,1,100,2,1,0.06,1,365
28780,22230454,huge private room near park train manhattan,20134899,michael,2,harlem,40.82816,-73.94957,1,69,2,47,3.78,2,0
28782,22231328,spacious brooklyn loft clinton hill,4642506,devin,1,bedford-stuyvesant,40.69216,-73.96011,1,275,2,17,0.92,1,72
28783,22231453,heart williamsburg apartment cozyprivate,128793815,atthaphon,1,williamsburg,40.71917,-73.96079,1,55,2,68,3.67,4,279
28784,22231557,cozy apartment 5 mins manhattan,128793815,atthaphon,1,williamsburg,40.72092,-73.96122,1,65,2,31,1.68,4,282
28785,22231558,spacious 3br3ba east village,7002074,ryder,2,east village,40.72625,-73.97822,0,250,2,2,0.1,1,0
28787,22231811,stylish spacious 1bd central harlem,17430718,natasha,2,harlem,40.81537,-73.94067,0,135,3,21,1.13,2,75
28788,22232269,cozy one bedroom apartment perfect couples,145993199,bradley,1,flatbush,40.63436,-73.96126,0,90,2,13,0.7,1,5
28789,22232328,lux 2beduws gem 5 min walk central park,57470846,melissa,2,upper west side,40.78472,-73.97575,0,175,3,0,0.0,1,0
28790,22232425,1 bedroom lot sunshine,162459728,chikako,2,harlem,40.80639,-73.94834,0,82,2,0,0.0,1,0
28791,22232444,oversized 1br doorman building central park,33610939,ishaan,2,morningside heights,40.80486,-73.9656,1,200,2,0,0.0,1,0
28792,22232463,cosy apartment heart manhattan,7286095,lior,2,chelsea,40.7443,-73.99732,0,135,1,0,0.0,1,0
28793,22232470,cozy 1br sofa quiet part popular les,17787106,darwin,2,lower east side,40.71757,-73.98394,1,75,1,2,0.11,1,0
28794,22233024,newly renovated 1br sohonolita,23261539,james,2,nolita,40.72344,-73.99592,0,225,7,1,0.08,1,0
28795,22233039,room central harlem holidays,12821514,axelle,2,harlem,40.80961,-73.94588,1,34,2,4,0.21,1,0
28796,22235441,safe overnight crash pad near jfk lga nyc,72838963,deborah,3,jamaica,40.68411,-73.79688,2,19,1,26,1.4,2,138
28799,22238046,bronx 167th grand concourse,162457374,daniel,0,concourse village,40.83314,-73.91708,1,38,2,0,0.0,1,0
28800,22241250,newly renovated 1br heart ny,4148879,carlos,2,flatiron district,40.74212,-73.99042,0,249,4,3,0.16,1,0
28802,22241666,stylish williamsburg waterfront apartment,31629237,melissa,1,williamsburg,40.71783,-73.96141,0,150,3,0,0.0,1,0
28804,22242334,whole apartment near prospect park,41423658,diane,1,prospect-lefferts gardens,40.65896,-73.96104,0,69,2,37,2.0,1,3
28805,22243957,huge cozy artist heart hamilton hts,5026324,sean,2,harlem,40.83029,-73.94962,1,79,2,1,0.05,1,0
28806,22244184,luxury private bed bath desk williamsburg,45858744,augustine,1,williamsburg,40.70755,-73.95314,1,100,2,3,0.3,1,0
28807,22244254,full floor beautiful bedstuy duplex,7306239,gabriel,1,bedford-stuyvesant,40.68885,-73.94349,1,80,1,4,0.21,1,0
28808,22244917,full room astoria max 2 8 min manhattan,3186412,vanessa,3,astoria,40.75936,-73.91266,1,85,11,0,0.0,1,0
28810,22245492,ft greene studio,106899231,heather,1,fort greene,40.69387,-73.97316,0,100,4,53,3.05,2,88
28813,22246770,nice sunny room williamsburg,3266249,maria,1,williamsburg,40.71032,-73.95687,1,65,2,0,0.0,1,0
28814,22246864,rare find modern room near subway jfk,161349813,yola,3,woodhaven,40.69003,-73.8678,1,35,3,14,0.83,2,0
28815,22247316,brooklyn style loft,43600815,rafael,1,williamsburg,40.70481,-73.93766,1,50,4,0,0.0,2,0
28816,22247787,amazing bedroom williamsburg,43816141,ben,1,williamsburg,40.7087,-73.94519,1,70,3,3,0.16,1,0
28817,22247895,private room near myrtle wyckoff lm train,23817448,desirée,3,ridgewood,40.7029,-73.91174,1,38,2,0,0.0,1,0
28818,22247923,cozy east village home away home,68112758,alexandra,2,east village,40.72188,-73.97957,0,237,4,7,0.45,1,0
28819,22249013,cozy bushwick loft apartment,17672907,imani,1,bushwick,40.69178,-73.91243,1,30,3,7,0.38,1,0
28820,22249186,midmod 1 bedroom washington heights nyc,75224562,michael,2,washington heights,40.84855,-73.93704,0,250,2,1,0.05,1,0
28821,22249256,new listing north williamsburg 1000 sqft 1br,14815035,amy,1,williamsburg,40.71938,-73.95476,0,170,3,0,0.0,1,0
28823,22249905,cozy one bed middle manhattan,33470925,stella,2,hell's kitchen,40.75827,-73.99544,0,210,4,2,0.11,1,0
28824,22250050,beautiful cozy room close manhattan,85216513,andrey,3,sunnyside,40.73679,-73.92561,1,50,2,2,0.11,1,179
28825,22250239,big room private bathroombrooklyn,158191277,camila,1,crown heights,40.6763,-73.94107,1,75,6,3,0.16,3,0
28826,22250271,cute comfy cozy room brooklyn,57034140,alicia,1,bedford-stuyvesant,40.69338,-73.93125,1,65,4,3,0.16,1,0
28827,22250309,brownstone apartment near manhattan,62048197,adetoro,1,bedford-stuyvesant,40.68373,-73.93056,0,85,2,2,0.14,1,0
28828,22250584,brooklyn chateau,53693534,guy,1,crown heights,40.6756,-73.91465,0,100,5,0,0.0,1,0
28829,22251000,charming 1 bedroom west village,4683415,benny,2,west village,40.73612,-74.00828,0,290,3,5,0.63,1,0
28830,22251120,huge one bed room apartment manhattan,70068899,cristian,2,east harlem,40.80039,-73.9361,0,165,3,1,0.05,1,0
28831,22251486,cozy quaint 1 bedroom soho,17110907,ben,2,soho,40.72594,-74.00136,1,180,4,1,0.06,1,0
28832,22251732,bedstuy 20mins manhattanwilliamsburgqueens,162598902,finnían,1,bedford-stuyvesant,40.6861,-73.95161,1,40,4,2,0.11,1,0
28833,22251884,authentic open tribeca loft,16897284,hugh,2,tribeca,40.71813,-74.00538,0,325,1,35,1.84,1,141
28834,22251910,williamsburg penthouse 3 private terraces,83091890,andrei,1,williamsburg,40.71815,-73.94189,0,190,2,46,2.97,1,239
28835,22252595,perfect stay see manhattan sites,26984764,lawrence,3,long island city,40.74397,-73.95667,1,90,2,1,0.05,1,0
28836,22252628,cozy convenient manhattan apartment les,26022466,calvin,2,lower east side,40.71495,-73.98589,1,70,1,8,0.42,1,0
28837,22255089,huge 1 bedroom gramercy,124006965,shawn,2,kips bay,40.73836,-73.98035,0,167,3,3,0.16,1,0
28840,22258326,gorgeous spacious renovated 1bed hellskitchen,42304005,dina,2,theater district,40.75957,-73.98798,0,151,2,18,0.97,1,72
